timestamp,value
1743137587.0845938,22
1743137587.0845938,22
1743137587.0855913,22
1743137587.0855913,22
1743137587.0855913,22
1743137587.0855913,22
1743137587.0855913,22
1743137587.0855913,22
1743137587.0871007,22
1743137587.0871007,21
1743137587.088115,21
1743137587.088115,21
1743137587.088115,21
1743137587.0891147,21
1743137587.0891147,21
1743137587.0891147,21
1743137587.090118,22
1743137587.090118,21
1743137587.090118,21
1743137587.090118,22
1743137587.0912464,22
1743137587.0912464,22
1743137587.0917602,21
1743137587.0917602,22
1743137587.0917602,22
1743137587.0917602,22
1743137587.0927713,21
1743137587.0927713,22
1743137587.0927713,22
1743137587.0927713,22
1743137587.0937722,22
1743137587.0937722,22
1743137587.0937722,22
1743137587.0937722,22
1743137587.0947387,22
1743137587.0947387,22
1743137587.0947387,22
1743137587.0957515,22
1743137587.0957515,22
1743137587.0957515,22
1743137587.0967524,21
1743137587.0967524,22
1743137587.0972633,22
1743137587.0972633,22
1743137587.0982769,22
1743137587.100304,22
1743137587.100304,21
1743137587.1013045,22
1743137587.1013045,22
1743137587.1025634,22
1743137587.1025634,22
1743137587.1037195,21
1743137587.1037195,22
1743137587.1037195,21
1743137587.1047292,22
1743137587.1047292,22
1743137587.1047292,21
1743137587.1047292,22
1743137587.1047292,21
1743137587.1047292,21
1743137587.1057293,21
1743137587.1057293,21
1743137587.1057293,22
1743137587.1057293,22
1743137587.10673,22
1743137587.10673,22
1743137587.1072397,22
1743137587.1082532,22
1743137587.1082532,21
1743137587.1092515,21
1743137587.1092515,21
1743137587.1092515,22
1743137587.1105165,22
1743137587.1105165,21
1743137587.1105165,22
1743137587.1114378,22
1743137587.1114378,22
1743137587.1119487,22
1743137587.1119487,22
1743137587.1119487,21
1743137587.1119487,21
1743137587.1119487,22
1743137587.1129582,22
1743137587.1129582,22
1743137587.1129582,22
1743137587.1129582,22
1743137587.1129582,21
1743137587.1139574,21
1743137587.1139574,21
1743137587.1139574,21
1743137587.1139574,21
1743137587.1139574,22
1743137587.1149573,22
1743137587.1149573,21
1743137587.1149573,21
1743137587.1149573,22
1743137587.1149573,21
1743137587.1159596,22
1743137587.1159596,21
1743137587.1159596,21
1743137587.1159596,21
1743137587.1169598,21
1743137587.1169598,22
1743137587.118303,22
1743137587.118303,22
1743137587.118303,22
1743137587.118303,21
1743137587.119736,21
1743137587.119736,22
1743137587.119736,21
1743137587.1207495,21
1743137587.1207495,21
1743137587.1207495,21
1743137587.1207495,21
1743137587.122261,21
1743137587.122261,21
1743137587.1232717,21
1743137587.1232717,21
1743137587.1240437,21
1743137587.1240437,21
1743137587.1240437,22
1743137587.125362,22
1743137587.125362,22
1743137587.125362,22
1743137587.125362,21
1743137587.1263094,22
1743137587.1263094,22
1743137587.1268196,21
1743137587.1268196,22
1743137587.1268196,21
1743137587.1278303,21
1743137587.1288333,22
1743137587.1288333,21
1743137587.1288333,22
1743137587.1288333,21
1743137587.1298456,22
1743137587.1298456,21
1743137587.1298456,22
1743137587.1308444,22
1743137587.1308444,21
1743137587.1308444,22
1743137587.1308444,21
1743137587.1318538,21
1743137587.1318538,22
1743137587.1318538,22
1743137587.133847,22
1743137587.135846,22
1743137587.135846,22
1743137587.135846,22
1743137587.135846,22
1743137587.1368437,21
1743137587.137355,22
1743137587.137355,22
1743137587.1383684,21
1743137587.1393678,22
1743137587.1393678,22
1743137587.1393678,22
1743137587.1393678,22
1743137587.1403673,21
1743137587.1403673,22
1743137587.1403673,22
1743137587.1403673,22
1743137587.1403673,21
1743137587.1403673,21
1743137587.1418767,21
1743137587.1418767,21
1743137587.1418767,21
1743137587.1428938,21
1743137587.1428938,21
1743137587.1428938,22
1743137587.1437256,22
1743137587.1437256,21
1743137587.1437256,21
1743137587.1437256,21
1743137587.1437256,21
1743137587.1447344,22
1743137587.1447344,21
1743137587.1447344,21
1743137587.1447344,21
1743137587.1447344,22
1743137587.145736,21
1743137587.145736,21
1743137587.145736,21
1743137587.145736,21
1743137587.145736,22
1743137587.145736,21
1743137587.146734,22
1743137587.146734,22
1743137587.146734,22
1743137587.146734,22
1743137587.146734,21
1743137587.146734,21
1743137587.147808,22
1743137587.147808,21
1743137587.1488118,21
1743137587.1488118,22
1743137587.1488118,22
1743137587.149817,22
1743137587.149817,22
1743137587.149817,21
1743137587.149817,22
1743137587.149817,22
1743137587.1508124,21
1743137587.1508124,22
1743137587.1508124,22
1743137587.1518085,22
1743137587.15232,21
1743137587.15232,22
1743137587.1533315,22
1743137587.1533315,21
1743137587.1533315,22
1743137587.1533315,22
1743137587.154333,22
1743137587.154333,21
1743137587.154333,22
1743137587.154333,21
1743137587.154333,21
1743137587.1553366,21
1743137587.1553366,21
1743137587.1553366,21
1743137587.1553366,21
