timestamp,value
1743155243.2504954,21
1743155243.2504954,21
1743155243.2514596,23
1743155243.2524571,22
1743155243.2524571,22
1743155243.2534566,22
1743155243.2544703,22
1743155243.2544703,23
1743155243.255475,22
1743155243.2564566,23
1743155243.2564566,22
1743155243.2574854,22
1743155243.2574854,22
1743155243.2584555,22
1743155243.2594726,22
1743155243.2594726,22
1743155243.2604582,22
1743155243.2604582,22
1743155243.2614667,23
1743155243.2619727,21
1743155243.2629814,23
1743155243.2629814,22
1743155243.2639952,22
1743155243.2639952,22
1743155243.2649815,23
1743155243.2649815,22
1743155243.2649815,22
1743155243.2659822,21
1743155243.266984,21
1743155243.2679882,22
1743155243.2679882,21
1743155243.268988,22
1743155243.268988,22
1743155243.269984,21
1743155243.270993,21
1743155243.270993,21
1743155243.272028,21
1743155243.272028,21
1743155243.2730007,21
1743155243.2730007,22
1743155243.274097,22
1743155243.2747927,21
1743155243.2749846,21
1743155243.2749846,22
1743155243.2749846,22
1743155243.2759964,21
1743155243.2759964,22
1743155243.2759964,22
1743155243.2769973,22
1743155243.278031,21
1743155243.278031,22
1743155243.2790034,21
1743155243.2799995,22
1743155243.2810779,22
1743155243.2810779,22
1743155243.2820005,21
1743155243.2820005,22
1743155243.2830045,22
1743155243.2830045,21
1743155243.2840066,22
1743155243.2850015,22
1743155243.2850015,21
1743155243.2860062,21
1743155243.2870016,21
1743155243.2870016,21
1743155243.2880037,22
1743155243.2890098,22
1743155243.2890098,22
1743155243.289998,22
1743155243.2910018,21
1743155243.2910018,21
1743155243.2919984,22
1743155243.2919984,22
1743155243.292999,22
1743155243.292999,22
1743155243.2939997,22
1743155243.2939997,22
1743155243.2949998,22
1743155243.2949998,22
1743155243.2959995,22
1743155243.2970073,22
1743155243.2980037,23
1743155243.2980037,22
1743155243.299094,22
1743155243.299094,23
1743155243.3007705,22
1743155243.3007705,21
1743155243.3017898,22
1743155243.3027864,22
1743155243.3027864,22
1743155243.3038635,21
1743155243.3038635,22
1743155243.304789,22
1743155243.3058496,23
1743155243.3063457,22
1743155243.3073633,22
1743155243.308373,22
1743155243.308373,22
1743155243.3093648,22
1743155243.3103623,23
1743155243.3103623,22
1743155243.311384,22
1743155243.3124042,21
1743155243.3133755,22
1743155243.3133755,23
1743155243.3143623,22
1743155243.3153646,21
1743155243.3163717,21
1743155243.317365,22
1743155243.317365,22
1743155243.3183975,21
1743155243.3193638,21
1743155243.3203766,22
1743155243.3213713,21
1743155243.3213713,22
1743155243.3223622,22
1743155243.3233905,22
1743155243.3243766,22
1743155243.3249557,22
1743155243.3249557,21
1743155243.3259773,21
1743155243.3259773,22
1743155243.3269985,22
1743155243.3279812,22
1743155243.3279812,21
1743155243.3289778,22
1743155243.3289778,22
1743155243.3299947,22
1743155243.3309708,21
1743155243.3309708,22
1743155243.3319933,22
1743155243.332629,22
1743155243.333642,22
1743155243.333642,22
1743155243.3346639,22
1743155243.3346639,22
1743155243.3356428,21
1743155243.3356428,22
1743155243.3366673,22
1743155243.3366673,22
1743155243.3380613,22
1743155243.3388345,22
1743155243.3388345,22
1743155243.3398733,22
1743155243.3398733,22
1743155243.3408744,23
1743155243.3408744,22
1743155243.3418748,22
1743155243.3418748,21
1743155243.3418748,22
1743155243.3418748,21
1743155243.3428733,21
1743155243.3428733,21
1743155243.3428733,23
1743155243.343876,22
1743155243.343876,21
1743155243.343876,23
1743155243.3448741,21
1743155243.3448741,21
1743155243.3448741,22
1743155243.345904,22
1743155243.345904,22
1743155243.345904,22
1743155243.346935,21
1743155243.346935,22
1743155243.347917,22
1743155243.347917,22
1743155243.3489506,21
1743155243.3489506,22
1743155243.3499205,21
1743155243.3499205,22
1743155243.3499205,22
1743155243.3509283,22
1743155243.3509283,21
1743155243.3519216,21
1743155243.3519216,21
1743155243.3529222,23
1743155243.3529222,22
1743155243.353944,22
1743155243.353944,21
1743155243.353944,22
1743155243.354912,21
1743155243.354912,22
1743155243.355913,22
1743155243.355913,22
1743155243.3566902,22
1743155243.3566902,22
1743155243.3576524,22
1743155243.3576524,21
1743155243.3586655,21
1743155243.3586655,22
1743155243.3586655,23
1743155243.3586655,22
1743155243.3596632,21
1743155243.3596632,22
1743155243.3596632,22
1743155243.3606656,21
1743155243.3606656,22
1743155243.3606656,22
1743155243.3616636,21
1743155243.3616636,22
1743155243.362861,21
1743155243.362861,22
1743155243.3638663,21
1743155243.3638663,21
1743155243.36489,22
1743155243.36489,22
1743155243.36489,22
1743155243.36489,22
1743155243.3658617,22
1743155243.3658617,22
1743155243.3668609,22
1743155243.3668609,22
1743155243.3678603,23
1743155243.3678603,22
1743155243.3678603,22
1743155243.3688688,21
1743155243.3688688,22
1743155243.3698606,22
1743155243.3698606,22
1743155243.3698606,21
1743155243.3708658,23
1743155243.3708658,21
1743155243.3708658,21
1743155243.371865,22
1743155243.3728645,22
1743155243.3728645,21
1743155243.3728645,22
1743155243.3738606,22
1743155243.3738606,22
1743155243.3743744,21
1743155243.3743744,22
1743155243.3743744,21
1743155243.3748975,22
1743155243.3748975,22
1743155243.3748975,21
1743155243.3759074,22
1743155243.3759074,21
1743155243.3759074,21
1743155243.394102,21
1743155243.395104,23
1743155243.395104,21
1743155243.395104,22
1743155243.3961043,22
1743155243.3961043,22
1743155243.3971019,22
1743155243.3971019,22
1743155243.428757,21
1743155243.428757,22
1743155243.4298692,21
1743155243.4298692,22
1743155243.4309103,21
1743155243.4309103,22
1743155243.4319098,22
1743155243.432885,22
1743155243.4607713,22
1743155243.461777,22
1743155243.461777,21
1743155243.463072,21
1743155243.4640834,22
1743155243.465069,21
1743155243.465069,22
1743155243.4660852,23
1743155243.4936578,22
1743155243.4946592,22
1743155243.4956615,21
1743155243.4956615,22
1743155243.4956615,22
1743155243.4966772,21
1743155243.4966772,21
1743155243.4976933,22
1743155243.5271468,22
1743155243.5281487,22
1743155243.5281487,21
1743155243.5281487,22
1743155243.5294347,21
1743155243.5294347,21
1743155243.5304487,21
1743155243.5304487,21
1743155243.5605001,22
1743155243.5605001,22
1743155243.5620086,21
1743155243.5620086,21
1743155243.5620086,22
1743155243.5620086,21
1743155243.5630188,22
1743155243.5630188,21
1743155243.5943046,22
1743155243.5943046,21
1743155243.5943046,22
1743155243.5953174,21
1743155243.5953174,22
1743155243.5953174,22
1743155243.5953174,21
1743155243.5963156,22
1743155243.627315,21
1743155243.6283143,22
1743155243.6283143,21
1743155243.6283143,21
1743155243.6293612,21
1743155243.6293612,22
1743155243.6293612,22
1743155243.6303709,22
1743155243.6604517,22
1743155243.6619701,22
1743155243.6619701,21
1743155243.6629972,22
1743155243.6629972,21
1743155243.6639965,22
1743155243.6639965,21
1743155243.6650138,22
1743155243.694023,22
1743155243.6950283,22
1743155243.6950283,22
1743155243.6950283,21
1743155243.695995,22
1743155243.695995,22
1743155243.6970117,22
1743155243.698009,21
1743155243.7269435,22
1743155243.7279449,21
1743155243.7279449,23
1743155243.7279449,24
1743155243.7292945,26
1743155243.7292945,25
1743155243.730311,25
1743155243.730311,25
1743155243.7605972,28
1743155243.7605972,29
1743155243.7605972,29
1743155243.7621145,28
1743155243.7621145,28
1743155243.7631342,33
1743155243.7631342,32
1743155243.7641387,35
1743155243.7941434,35
1743155243.7941434,36
1743155243.7951388,35
1743155243.7951388,36
1743155243.7951388,38
1743155243.7961435,39
1743155243.7961435,45
1743155243.7971423,43
1743155243.8271365,41
1743155243.8271365,40
1743155243.828139,38
1743155243.828139,37
1743155243.8291357,35
1743155243.8291357,34
1743155243.8291357,33
1743155243.8301375,32
1743155243.8602507,31
1743155243.8602507,30
1743155243.8612623,30
1743155243.8612623,29
1743155243.8622556,28
1743155243.86277,28
1743155243.86277,28
1743155243.8637943,27
1743155243.8937874,32
1743155243.8937874,36
1743155243.8937874,44
1743155243.8947911,43
1743155243.8947911,43
1743155243.8947911,44
1743155243.89579,43
1743155243.89579,43
1743155243.9417856,42
1743155243.9417856,42
1743155243.9427931,40
1743155243.9427931,40
1743155243.9427931,40
1743155243.943789,39
1743155243.943789,37
1743155243.943789,37
1743155243.9598045,35
1743155243.9608045,34
1743155243.9608045,32
1743155243.9608045,31
1743155243.9608045,31
1743155243.9608045,30
1743155243.9608045,29
1743155243.9608045,29
1743155243.9943366,27
1743155243.9943366,27
1743155243.995331,27
1743155243.995331,26
1743155243.995331,26
1743155243.995331,25
1743155243.9963324,25
1743155243.9963324,25
1743155244.0273333,24
1743155244.0273333,25
1743155244.0273333,24
1743155244.0273333,23
1743155244.0283334,23
1743155244.0283334,24
1743155244.0283334,23
1743155244.0283334,24
1743155244.060017,23
1743155244.0610154,23
1743155244.0610154,23
1743155244.062531,22
1743155244.062531,22
1743155244.0635567,23
1743155244.0645518,23
1743155244.0645518,22
1743155244.093531,22
1743155244.0945313,23
1743155244.0955417,22
1743155244.0965436,21
1743155244.097554,22
1743155244.0985618,22
1743155244.0996187,21
1743155244.100591,22
1743155244.1268058,21
1743155244.1278102,22
1743155244.1278102,23
1743155244.1278102,22
1743155244.1288054,22
1743155244.1288054,21
1743155244.1298118,22
1743155244.1298118,22
1743155244.160053,21
1743155244.1610513,22
1743155244.1610513,22
1743155244.1610513,22
1743155244.1610513,21
1743155244.162567,22
1743155244.162567,22
1743155244.162567,22
1743155244.1936536,22
1743155244.1936536,21
1743155244.1946518,22
1743155244.1946518,21
1743155244.1956477,21
1743155244.1956477,22
1743155244.1966562,22
1743155244.197649,22
1743155244.2271109,22
1743155244.2271109,22
1743155244.2281158,21
1743155244.2291243,22
1743155244.2301123,21
1743155244.2311118,23
1743155244.2311118,22
1743155244.2321198,22
1743155244.2603714,22
1743155244.2613666,22
1743155244.2613666,22
1743155244.2613666,21
1743155244.2628856,23
1743155244.2628856,22
1743155244.263908,22
1743155244.263908,22
1743155244.2933547,22
1743155244.2933547,22
1743155244.2943513,22
1743155244.2943513,21
1743155244.2953553,22
1743155244.2953553,22
1743155244.2953553,22
1743155244.2963529,21
1743155244.328462,21
1743155244.3294842,22
1743155244.3304763,21
1743155244.3314626,22
1743155244.332374,22
1743155244.3334067,22
1743155244.3334067,22
1743155244.3344214,21
1743155244.3596816,21
1743155244.360654,22
1743155244.3616536,21
1743155244.3616536,22
1743155244.3616536,22
1743155244.363193,21
1743155244.36422,22
1743155244.36422,23
1743155244.3931596,22
1743155244.3941562,22
1743155244.3941562,23
1743155244.3951561,22
1743155244.3951561,22
1743155244.3961585,22
1743155244.397159,22
1743155244.398187,22
1743155244.426573,21
1743155244.4285622,22
1743155244.4285622,22
1743155244.42956,21
1743155244.42956,21
1743155244.4305558,22
1743155244.431555,22
1743155244.4325523,22
1743155244.4608152,21
1743155244.4608152,22
1743155244.4618118,22
1743155244.4618118,22
1743155244.4618118,22
1743155244.4633286,21
1743155244.4643526,22
1743155244.4643526,22
1743155244.4935899,22
1743155244.4945984,21
1743155244.4945984,21
1743155244.4945984,22
1743155244.4955902,21
1743155244.4955902,21
1743155244.496594,22
1743155244.496594,22
1743155244.52709,22
1743155244.52709,22
1743155244.5281103,21
1743155244.5290856,21
1743155244.5290856,22
1743155244.5300832,22
1743155244.5311043,22
1743155244.532095,21
1743155244.5599704,22
1743155244.5599704,22
1743155244.5609667,22
1743155244.5619707,22
1743155244.5619707,21
1743155244.5619707,22
1743155244.5639532,21
1743155244.5649853,22
1743155244.5932024,21
1743155244.5941975,22
1743155244.5951977,21
1743155244.5951977,21
1743155244.5961974,21
1743155244.5961974,22
1743155244.5971923,21
1743155244.598233,22
1743155244.6260574,22
1743155244.6270518,22
1743155244.6270518,21
1743155244.6280525,22
1743155244.6280525,22
1743155244.6290488,22
1743155244.6290488,22
1743155244.6300652,22
1743155244.6600266,22
1743155244.6610281,21
1743155244.6610281,21
1743155244.6620243,22
1743155244.6620243,22
1743155244.6620243,22
1743155244.6635466,22
1743155244.6635466,21
1743155244.6927912,21
1743155244.6937892,22
1743155244.6947875,22
1743155244.6947875,22
1743155244.6957903,21
1743155244.6967928,22
1743155244.697929,22
1743155244.697929,22
1743155244.7265258,21
1743155244.7275221,22
1743155244.7285202,21
1743155244.7285202,22
1743155244.729521,22
1743155244.729521,22
1743155244.729521,21
1743155244.731098,22
1743155244.7600636,22
1743155244.7600636,22
1743155244.7610602,22
1743155244.7610602,22
1743155244.7620645,21
1743155244.7620645,21
1743155244.7635791,21
1743155244.7635791,22
1743155244.7941902,21
1743155244.795184,22
1743155244.795184,22
1743155244.7961855,21
1743155244.7961855,22
1743155244.7971823,22
1743155244.7978227,21
1743155244.7978227,22
1743155244.827222,22
1743155244.8282235,22
1743155244.8292196,22
1743155244.8292196,21
1743155244.8302188,22
1743155244.8302188,21
1743155244.8312132,22
1743155244.8312132,21
1743155244.8601894,22
1743155244.8601894,21
1743155244.8611953,21
1743155244.8621833,21
1743155244.8621833,21
1743155244.8621833,21
1743155244.8638036,22
1743155244.8638036,22
1743155244.892804,22
1743155244.8938284,21
1743155244.8948243,21
1743155244.8948243,22
1743155244.8968282,21
1743155244.8968282,21
1743155244.897822,22
1743155244.897822,22
1743155244.926555,21
1743155244.9275498,22
1743155244.9275498,22
1743155244.9285493,23
1743155244.9285493,22
1743155244.9295523,22
1743155244.9295523,22
1743155244.9305522,21
1743155244.9592586,22
1743155244.9602606,22
1743155244.9602606,22
1743155244.9612591,22
1743155244.9612591,21
1743155244.9622915,21
1743155244.9622915,22
1743155244.9622915,22
1743155244.9924507,22
1743155244.9934294,21
1743155244.9944336,23
